angDist,_RAJ2000,_DEJ2000,GaiaEDR3,RA_ICRS,DE_ICRS,GLON,GLAT,Plx,GMAG,Gmag,BP-RP,E(BP/RP)c,pmRA,pmDE,RUWE,Rpm,f_Plx,f_pm,_RA.icrs,_DE.icrs,_RAJ2000.1,_DEJ2000.1,recno,CATS,Name,RAJ2000,DEJ2000,Type1,Type2,Orb.Per,Outburst,SpType2,SpType1,Source,rest,plx,pmRA.1,pmDE.1,Gmag.1,GMAG.1,BPmag,RPmag,Teff,Type
0.103316,146.6436241671603,13.8493740345942,614650192750888320,146.64362416716,13.84937403459,220.51403344602303,44.99680915702126,0.7524233751052177,6.347115091005559,16.964804,0.48034668,0.1495009650450178,-0.7306352139337519,-6.169622132378282,1.0572281,10.931217546514585,1,0,146.64362416716,13.84937403459,146.6436272027491,13.8494025818547,1086,CATS,HY Leo,146.6436272027491,13.8494025818547,NL,IP,0.18416,,,,614650192750888320,1151.31225330059,0.8223,-0.659,-6.43,17.259863,6.953897365804069,17.236612,16.642519,,Catacalysmic Variables
0.020953,151.1446750233934,66.4875112786159,1066429869812792576,151.14467502339,66.48751127862,144.2488148171497,43.09146878570492,0.9975008591687682,5.191984605020867,15.197418,0.31647873,0.0239322551772105,-1.23674270438801,-0.5240576203735836,0.9991394,5.838111250320479,1,0,151.14467502339,66.48751127862,151.144688206456,66.48751377183751,973,CATS,LN UMa,151.144688206456,66.4875137718375,NL,VY,0.1444,,,,1066429869812792576,942.995372101992,1.0309,-1.182,-0.562,15.164217,5.291669193129373,15.230137,14.951674,8627.0,Catacalysmic Variables
0.107835,259.6541461093315,41.2642353347443,1347992635655772672,259.65414610933,41.26423533474,66.12224759023968,34.35603559306351,0.9301302083376386,3.9500605134509534,14.107342,0.13054371,0.0133560241589407,-3.438908849845912,5.789272730274544,1.0641041,8.248588114280945,1,0,259.65414610933,41.26423533474,259.6541664175007,41.2642095620397,923,CATS,V825 Her,259.6541664175007,41.2642095620397,NL,,0.206,,,,1347992635655772672,1046.00060013976,0.9273,-3.437,5.803,14.121267,4.023607331467474,14.11887,14.017458,9643.5,Catacalysmic Variables
0.184214,159.9998507368889,-47.0239527356993,5366164442080271232,159.99985073689,-47.0239527357,280.8618204042387,10.137589126010909,0.7153493247515256,5.558826667030258,16.286236,0.32668114,0.0107038047913823,-10.89759362783521,3.633334180948419,1.0238575,11.587330650512744,1,0,159.99985073689,-47.0239527357,159.99992193884094,-47.02396893731041,193,CATS,J1040-4701,159.9999219388409,-47.0239689373104,NL,,0.1577,,,,5366164442080271232,1564.87134314712,0.6121,-10.921,3.648,16.222904,5.250510812179037,16.277647,15.984887,8867.0,Catacalysmic Variables
0.195444,83.7106793781076,-58.0279742383271,4766218190119756928,83.71067937811,-58.02797423833,266.42346801510325,-32.778710258822834,2.3344219332174148,6.037471939851915,14.196576,0.27114487,-0.0113301947592403,-11.466665753201172,3.616433596761163,0.9814647,9.596718295954624,1,0,83.71067937811,-58.02797423833,83.7107769628706,-58.0279908948554,261,CATS,TW Pic,83.7107769628706,-58.0279908948554,NL,VY,0.265,,,,4766218190119756928,432.400928147501,2.2839,-11.632,3.745,14.23388,6.0544469125285865,14.277342,14.042448,9111.33,Catacalysmic Variables
0.102416,15.2871276226193,43.3904713547154,376390390994395904,15.28712762262,43.39047135472,124.8025596375462,-19.4460056455676,1.1412684625535834,4.833436426358436,14.546498,0.067020416,-0.0080441932572146,2.4708220075449554,-5.9042544716050935,1.1776415,8.577534611695791,1,0,15.28712762262,43.39047135472,15.2871124254452,43.3904975726701,1139,CATS,IW And,15.2871124254452,43.3904975726701,DN,ZC,0.155,,,,376390390994395904,816.928555333144,1.1975,2.492,-5.903,15.047071,5.486150615632411,15.08777,14.784702,8472.67,Catacalysmic Variables
0.261347,89.302210989722,-59.5904783798627,4764871219656633600,89.30221098972,-59.59047837986,268.3374044681173,-29.924398405405874,1.7185493757576864,5.391275617636609,14.2154665,0.14068413,0.0218085883889884,-9.514355881224946,13.148152208224127,1.0075692,10.266991878327104,1,0,89.30221098972,-59.59047837986,89.3022941931723,-59.5905375109837,262,CATS,AH Pic,89.3022941931723,-59.5905375109837,NL,UX,0.14095,,,,4764871219656633600,566.690949801857,1.7359,-9.475,13.303,14.203608,5.436876615480527,14.190896,14.097088,9593.0,Catacalysmic Variables
0.150614,82.3690885644957,-58.9127881452616,4760105592664097280,82.3690885645,-58.91278814526,267.49842028211475,-33.4602283593718,1.0858680842071886,4.271990658905597,14.093105,0.043917656,-0.0049588416813661,-1.8120414525245845,9.196249423920053,0.93835133,8.952515205593723,1,0,82.3690885645,-58.91278814526,82.36910449534471,-58.9128291659767,263,CATS,BB Dor,82.3691044953447,-58.9128291659767,NL,SW,0.154095,,M3-4/5,,4760105592664097280,896.135157926345,1.0871,-1.852,9.228,14.099877,4.338009418682454,14.05592,14.053112,9365.0,Catacalysmic Variables
0.048355,122.2849678771013,38.2350678451403,908714959852556672,122.2849678771,38.23506784514,182.7001640258973,30.97736524156961,0.8153021146971096,4.793931863678719,15.23734,0.13522148,0.0080576201174544,-1.6790466704761264,2.381845965011496,0.9750417,7.55991363527983,1,0,122.2849678771,38.23506784514,122.28497821640111,38.2350571462982,1006,CATS,J0809+3814,122.2849782164011,38.2350571462982,NL,SW,0.133616,,,,908714959852556672,1222.23771283406,0.7863,-1.83,2.406,15.226253,4.790474600041186,15.176142,15.09177,9515.0,Catacalysmic Variables
0.072441,13.8327155293178,46.2158103019948,378056288551565824,13.83271552932,46.21581030199,123.63480093914929,-16.650626734180147,1.0441436875554102,4.859762029691211,14.76596,0.115076065,0.0063816229365678,-0.9765575178682766,-4.3966040967391,0.93085486,8.033833532937876,1,0,13.83271552932,46.21581030199,13.832721426752,46.2158300064498,1138,CATS,V515 And,13.832721426752,46.2158300064498,NL,IP,0.113795,,,,378056288551565824,978.443463031348,0.9937,-0.913,-4.435,14.77328,4.820601319640955,14.735647,14.663692,9579.5,Catacalysmic Variables
0.078985,120.5641424415629,40.1797413673738,921311411737108480,120.56414244156,40.17974136737,180.17626352939047,30.064982310385783,0.7509373316462282,6.015242672982049,16.637224,0.29498863,0.0218628545822663,3.4019562814767914,-3.735874185736577,1.0469139,10.154853844829429,1,0,120.56414244156,40.17974136737,120.5641231974236,40.17975765242141,1003,CATS,0758+4019,120.5641231974236,40.1797576524214,NL,,0.1539,,,,921311411737108480,1228.83533544037,0.7781,3.305,-3.663,16.65357,6.2061015444805925,16.677412,16.420788,9283.5,Catacalysmic Variables
0.037897,88.0324309804319,-5.4168276911134,3022568258011201024,88.03243098043,-5.41682769111,211.0185383103728,-15.651056883352505,2.8692872155682108,6.137098571025728,13.8482275,0.46863556,0.0115914881057888,-0.732946682225353,-2.2495138118568097,1.5044831,5.718218255828022,1,0,88.03243098043,-5.41682769111,88.0324335463479,-5.4168174787225,621,CATS,CN Ori,88.0324335463479,-5.4168174787225,DN,UG,0.163199,,M4/5,,3022568258011201024,348.237825035404,2.8436,-0.577,-2.306,13.708363,5.998983291424096,13.79874,13.30541,7182.5,Catacalysmic Variables
0.040588,136.1729292109488,-32.3798612516056,5628258258606112768,136.17292921095,-32.37986125161,257.20716513189205,9.706729592417709,0.3467416739389363,3.3775776621649314,15.677548,0.17337418,0.0280562055577957,-2.486475761924061,0.1516815604316533,1.0227855,7.659501430569353,1,0,136.17292921095,-32.37986125161,136.1729425284315,-32.3798620403259,165,CATS,T Pyx,136.1729425284315,-32.3798620403259,Nr,SS,0.076223,1902.0,,,5628258258606112768,2926.40077374287,0.3051,-2.531,0.177,15.667135,3.3354659851990576,15.645676,15.503755,9429.75,Catacalysmic Variables
0.810384,296.9190511231953,-42.0075134776764,6688624794231054976,296.9190511232,-42.00751347768,357.4764792519783,-27.762658865276705,7.7534780276882,4.671481825902919,10.223999,0.11807537,0.0053986593516783,30.10282737078344,-40.83772267691573,1.0572777,8.750478055501857,1,0,296.9190511232,-42.00751347768,296.9188706363979,-42.0073326823317,26,CATS,V3885 Sgr,296.9188706363979,-42.0073326823317,NL,UX,0.207161,,,,6688624794231054976,132.197660613869,7.537,30.176,-40.657,10.250888,4.644769150555872,10.28064,10.158513,9612.0,Catacalysmic Variables
0.284639,161.8147156443962,-79.4685227586091,5199087877799046272,161.8147156444,-79.46852275861,297.24418306260503,-17.995013521016812,1.4137984882159074,5.092723544882414,14.340785,0.20859528,0.1945996836755528,-13.783539172396733,11.198597287123627,0.95658404,10.587921213883025,1,0,161.8147156444,-79.46852275861,161.8150514420572,-79.4685726038667,226,CATS,ST Cha,161.8150514420572,-79.4685726038667,DN,ZC,0.285,,,,5199087877799046272,701.103025297317,1.3979,-13.804,11.216,14.54844,5.319530794399931,14.504445,14.118475,6887.91,Catacalysmic Variables
0.151851,310.5847684787811,19.1608767642022,1813953083546374144,310.58476847878,19.1608767642,63.43039187370074,-13.972117964486324,1.115764778128191,2.5224358398806253,12.284572,0.053637505,0.0140920938349777,-2.1718833251316023,-9.33031689090435,0.9616152,7.191346806505065,1,0,310.58476847878,19.1608767642,310.5847781402205,19.1609179459986,851,CATS,HR Del,310.5847781402205,19.1609179459986,Nb,,0.214165,1967.0,,,1813953083546374144,932.293973696059,1.0448,-2.048,-9.245,12.309835,2.462070615144881,12.26825,12.24677,9545.5,Catacalysmic Variables
0.07636,98.9002961101836,-62.6400966219342,5477422099543150592,98.90029611018,-62.64009662193,272.3549696834938,-25.67190786435953,1.9956929629271127,3.925002473732153,12.424533,0.012602806,0.0080931514566484,3.4635286540408687,-3.5389432254457334,1.1019756,5.898341658094877,1,0,98.90029611018,-62.64009662193,98.90026414475471,-62.640081321874206,180,CATS,RR Pic,98.9002641447547,-62.6400813218742,Nb,SW,0.145025,1925.44,,,5477422099543150592,504.056493668921,1.9554,3.299,-3.46,12.408647,3.8962509297395176,12.348676,12.377296,8845.75,Catacalysmic Variables
0.406128,154.9858403621515,-8.6989916139061,3769067109159364608,154.98584036215,-8.69899161391,251.87355286127848,38.71748973686415,4.481879587039058,3.876116343710424,10.618815,0.08337402,0.000668127835871779,-19.23885848350912,-16.44363755510593,1.0883102,7.635158722199308,1,0,154.98584036215,-8.69899161391,154.9859267140951,-8.698917852418397,508,CATS,RW Sex,154.9859267140951,-8.6989178524184,NL,UX,0.24507,,K5/5,,3769067109159364608,235.046217132208,4.2282,-19.204,-16.601,10.631541,3.775774670088241,10.656143,10.578292,9442.0,Catacalysmic Variables
0.247992,7.524147336776,26.2906285967383,2807841432470056448,7.52414733678,26.29062859674,116.99189119176054,-36.3348546952996,1.387316595135448,5.559136878941819,14.848258,0.34587383,0.0365939932606769,-10.925923614128614,-10.921732368072895,1.0482821,10.792708156396646,1,0,7.52414733678,26.29062859674,7.5242014959236,26.2906774597011,651,CATS,PX And,7.5242014959236,26.2906774597011,NL,SW,0.146353,,,,2807841432470056448,792.859816945325,1.2323,-10.924,-10.992,14.849405,5.353422960693507,14.907579,14.605695,8730.0,Catacalysmic Variables
0.236462,282.2277045040991,0.5840846622921,4266547566124966912,282.2277045041,0.58408466229,33.163705687107345,0.8285894543671736,3.106420394183912,4.327885921658449,11.866585,0.17196465,0.0372288195330967,11.3373108228644,-9.520120141627029,1.0146501,7.718524152323745,1,0,282.2277045041,0.58408466229,282.2276537994968,0.5841264197088,379,CATS,V603 Aql,282.2276537994968,0.5841264197088,Na,SH,0.138201,,,,4266547566124966912,310.839712826855,3.1906,11.413,-9.384,11.838816,4.376133504700276,11.761259,11.649579,9191.0,Catacalysmic Variables
0.055475,346.1559520558185,49.4566163601527,1985702920142544896,346.15595205582,49.45661636015,105.68836796710922,-9.805422696190032,0.7229079155965026,3.731812453241689,14.436397,0.15213299,0.0152958313573159,2.385591341534636,-2.4378798433272326,1.0232044,7.100748572414901,1,0,346.15595205582,49.45661636015,346.1559358191443,49.45662758805341,807,CATS,OR And,346.1559358191443,49.4566275880534,NL,VY,0.1359,,,,1985702915838387712,1396.96166535606,0.6871,2.378,-2.531,14.430135,3.7042125569479065,14.436545,14.303895,9603.0,Catacalysmic Variables
0.362511,236.412830543377,14.3753893082775,1192697922589844352,236.41283054338,14.37538930828,24.481729902896177,47.562811564956505,0.2915003922542886,3.940869591396403,16.617674,0.24649811,0.0263725727604549,3.7104144630577087,-22.27456330361338,1.045824,13.386436107514893,1,0,236.41283054338,14.37538930828,236.4128132244125,14.3754885982953,951,CATS,CT Ser,236.4128132244125,14.3754885982953,N,,0.195,1948.0,,,1192697922589844352,3452.51083148587,0.2304,3.78,-22.338,16.634706,3.944030751223615,16.62221,16.440462,9172.5,Catacalysmic Variables
0.111024,25.4163603895784,6.2437727180368,2562420855079002624,25.41636038958,6.24377271804,144.77240749042394,-54.4841560567165,0.7918489448718602,4.597244228306645,15.1040325,0.120985985,-0.0044139967771184,4.390066279299647,5.442386868171166,0.95581704,9.327132794934112,1,0,25.41636038958,6.24377271804,25.416340920284004,6.243748706940798,686,CATS,0139+0559,25.416340920284,6.2437487069408,NL,UX,0.1692,,,,2562420855079002624,1243.01924355046,0.767,4.354,5.401,15.070915,4.598525739321605,15.065187,14.969864,9630.0,Catacalysmic Variables
0.060976,89.3499520771582,72.6979129916414,498467552119786112,89.34995207716,72.69791299164,141.0962584842182,21.932671534762765,0.560089634399998,4.833696810104872,16.09241,0.31754875,0.0058053210321604,-1.1322342722982637,3.648670294268365,0.9978842,9.002900769299039,1,0,89.34995207716,72.69791299164,89.34996739385382,72.6978966779215,1113,CATS,LS Cam,89.3499673938538,72.6978966779215,NL,IP,0.1425,,,,498467552119786112,1629.1225262703,0.5809,-1.027,3.667,16.100065,5.040296255922236,16.1622,15.858182,8630.0,Catacalysmic Variables
0.298733,135.7870414959613,41.2964658135301,816563275420608384,135.78704149596,41.29646581353,180.4715982975776,41.63583768664003,1.499659704388272,5.038603518872479,14.15864,0.08973122,0.0124835127805533,5.357458810829993,-17.877571209567474,0.92505723,10.513554593384267,1,0,135.78704149596,41.29646581353,135.78701010774884,41.2965453736444,1032,CATS,BP Lyn,135.7870101077488,41.2965453736444,NL,UX,0.152812,,,,816563275420608384,682.991587951354,1.4353,5.303,-17.904,14.173478,5.001401226312737,14.138066,14.084335,9575.0,Catacalysmic Variables
0.141104,287.0711239967201,39.6767679093204,2100480767163455360,287.07112399672,39.67676790932,70.66643491960289,13.934909721506584,1.0232346346401415,6.27465910273283,16.224783,-0.017782211,-0.0066090653843522,-7.237296866421783,-5.254597021294678,0.9789054,10.98236210613376,1,0,287.07112399672,39.67676790932,287.0711645579966,39.6767916095462,768,CATS,J1908+3940,287.0711645579966,39.6767916095462,AC,NL,0.012559,,,,2100480767163455360,1019.01403919085,0.9542,-7.019,-5.332,16.260927,6.220026162886832,16.197329,16.237808,8728.0,Catacalysmic Variables
0.02522,158.470321436048,58.781872111262,855119196836523008,158.47032143605,58.78187211126,150.2766267779006,50.40906283854378,1.6958475888317208,5.397445260736106,14.250512,0.31105518,0.0172077728358588,0.9735271282213862,1.3963446269915645,1.062982,5.405582268520467,1,0,158.47032143605,58.78187211126,158.4703129862234,58.781866643477706,1023,CATS,DW UMa,158.4703129862234,58.7818666434777,NL,SW,0.136607,,M3-9,,855119196836523008,577.184556062571,1.7039,0.981,1.226,14.141309,5.334735489993701,14.196277,13.908078,8900.0,Catacalysmic Variables
0.549691,146.7999966706666,51.902458543638,828036782335310848,146.79999667067,51.90245854364,164.2629896105786,47.72164833952416,2.8038608268726666,6.476498940212769,14.237718,0.27383518,-0.0415246753252485,33.65927999509973,-6.208538555568023,1.099944,11.909565965319128,1,0,146.79999667067,51.90245854364,146.7997533325623,51.90248634335009,1029,CATS,ER UMa,146.7997533325623,51.9024863433501,DN,SU,0.06366,,,,828036782335310848,369.743685766943,2.6763,33.785,-6.254,14.485629,6.646125169278596,14.549724,14.275995,8630.0,Catacalysmic Variables
0.721882,204.1703381940924,51.9138050636458,1559987685901122304,204.17033819409,51.91380506365,107.0308934610532,63.79508922782615,3.425213571208031,5.603820055366303,12.930383,0.25923824,0.0173854476393877,-41.61351598205117,17.179658892700928,1.0047315,11.19742266329984,1,0,204.17033819409,51.91380506365,204.1706389225319,51.9137289195173,901,CATS,UX UMa,204.1706389225319,51.9137289195173,NL,UX,0.196671,,M0-4/5,,1559987685901122304,295.069859747554,3.3602,-41.749,17.13,12.974959,5.625334748735908,13.002296,12.7384,9283.5,Catacalysmic Variables
0.408133,31.7211215774147,15.2948531861838,78395045917118976,31.72112157741,15.29485318618,148.5272901025693,-43.79542145537633,4.018322898027371,3.9332481094825145,10.913024,0.028440475,0.0323080006841254,-9.560474894108124,-23.72303486106904,1.1717079,7.952275553217545,1,0,31.72112157741,15.29485318618,31.721165694950407,15.294958266549804,1194,CATS,TT Ari,31.7211656949504,15.2949582665498,VY,SW,0.13755,,M3.5/5,,78395045917118976,255.66282636687,3.884,-9.57,-23.64,10.924923,3.88658507119767,10.93188,10.874409,9581.67,Catacalysmic Variables
0.041536,342.4455334075568,53.2888254854865,2002440098459791744,342.44553340756,53.28882548549,105.2370414055548,-5.351415506634568,0.3388260070572338,4.51252025521055,16.862637,0.3071518,0.0015422853093929,-1.7500186635741946,-1.65347384594227,1.0424731,8.77055881442523,1,0,342.44553340756,53.28882548549,342.4455478580994,53.28883313390109,802,CATS,DK Lac,342.4455478580994,53.2888331339011,Na,VY,0.1296,,,,2002440098459791744,2296.2150118907,0.4026,-1.945,-1.722,16.875956,5.070893240547864,16.919554,16.643032,9054.5,Catacalysmic Variables
0.24417,125.6501312601475,51.0901022957735,1028258463932870656,125.65013126015,51.09010229577,167.8070910751127,34.84467241519551,1.32863594804468,5.782667963419611,15.165639,0.4186344,0.0118994811268131,-9.476262043823304,-11.907166488848748,1.0052898,11.07739130643854,1,0,125.65013126015,51.09010229577,125.650198802733,51.09015521560271,979,CATS,BH Lyn,125.650198802733,51.0901552156027,NL,SW,0.155875,,,,1028258463932870656,765.929928582472,1.2767,-9.549,-11.906,15.403254,5.982308800805352,15.331536,14.994634,7052.0,Catacalysmic Variables
0.111167,78.4023986016559,77.4785202889861,552158697769217664,78.40239860166,77.47852028899,135.17146649170553,21.42313922896063,1.085954010123805,5.22563462052025,15.046577,0.35956573,0.0264946330709152,1.2821538884881634,-6.849241478209648,1.0648195,9.262185342836082,1,0,78.40239860166,77.47852028899,78.4023707877114,77.4785505742922,1104,CATS,0506+7725,78.4023707877114,77.4785505742922,NL,VY,0.1477,,,,552158697769217664,963.613229773139,1.0091,1.358,-6.817,15.187837,5.268323230281983,15.228159,14.847571,7242.0,Catacalysmic Variables
0.268745,86.9515781312299,28.5864175572384,3443331944709730176,86.95157813123,28.58641755724,180.54766183867548,0.2279975604199011,1.73042753912117,6.84160212785053,15.650835,0.4879675,0.0363447114943473,15.504116331064658,-6.549178890698441,1.029397,11.781334094319512,1,0,86.95157813123,28.58641755724,86.9514999115566,28.586446802513706,544,CATS,FS Aur,86.9514999115566,28.5864468025137,DN,SU,0.059581,,,,3443331944709730176,539.425317812119,1.829,15.457,-6.592,15.701598,7.041941369429916,15.719496,15.317519,7154.0,Catacalysmic Variables
0.320007,343.8249845464925,-3.1778507204143,2648391016419660032,343.82498454649,-3.17785072041,68.6721438943839,-53.342846776133854,2.1250337170218896,4.839061486890048,13.202233,0.11735344,0.0008903262712884885,9.552252071911385,-17.547619611078748,1.0418233,9.70511203731172,1,0,343.82498454649,-3.17785072041,343.8249417261584,-3.1777727869485,675,CATS,AO Psc,343.8249417261584,-3.1777727869485,NL,IP,0.149626,,,,2648391016419660032,487.92844832165,2.0214,9.614,-17.532,13.225354,4.7835732995910405,13.225721,13.125312,9673.25,Catacalysmic Variables
0.070261,103.7264512007044,32.1410709954437,889417190756323584,103.7264512007,32.14107099544,184.0182207857088,14.713654963951983,0.7163831504665555,5.464201467994366,16.188475,0.23505974,0.0233505587533771,-0.8452214135681062,-4.40835857276738,1.1237035,9.449055740036307,1,0,103.7264512007,32.14107099544,103.7264553718672,32.141090190209,1008,CATS,DN Gem,103.7264553718672,32.141090190209,Na,,0.127844,,,,889417190756323584,1318.10465712851,0.7288,-0.794,-4.323,16.176027,5.576277527583654,16.167572,15.980758,9191.0,Catacalysmic Variables
1.596144,123.828839582934,-49.2228322107463,5515820034889610112,123.82883958293,-49.22283221075,264.9296146314408,-7.89039909267175,11.06737746640866,4.524605935929397,9.304382,0.071718216,-0.0100919844211455,-29.00242671853548,-95.26110817557064,0.97586524,9.29520388328965,1,0,123.82883958293,-49.22283221075,123.8290382067951,-49.2224082399358,177,CATS,IX Vel,123.8290382067951,-49.2224082399358,NL,UX,0.193927,,,,5515820034889610112,90.3266831592083,11.0421,-29.193,-95.409,9.321335,4.5422546849222805,9.343033,9.26988,9451.0,Catacalysmic Variables
0.098176,286.8178771107135,44.018825292719,2106069275529926272,286.81787711071,44.01882529272,74.71672598201172,15.823810780546998,2.010661429827871,4.1057755455878375,12.589081,0.06894779,-0.0505111430937239,1.2541157772236815,-6.177388502115701,1.2097623,6.5869574852277015,1,0,286.81787711071,44.01882529272,286.8178695733111,44.01885201964221,762,CATS,MV Lyr,286.8178695733111,44.0188520196422,NL,VY,0.132335,,M5/5,,2106069275529926272,492.740765273062,2.0021,1.217,-5.998,13.65072,5.1876275316254805,13.005927,12.56022,5095.63,Catacalysmic Variables
0.165961,248.9405383499563,11.4161023687668,4459185168703405568,248.94053834996,11.41610236877,27.78573513215196,35.24397395499251,0.8737475147475209,4.92726286669345,15.220332,0.15324402,0.0138988586141381,8.483415098564915,-5.891835689341889,1.0255004,10.290561577409736,1,0,248.94053834996,11.41610236877,248.94049994487403,11.416128978338,341,CATS,V849 Her,248.940499944874,11.416128978338,NL,,0.141,,,,4459185168703405568,1037.79996074086,0.9363,8.473,-5.986,15.272591,5.192022750350517,15.254069,15.145587,9545.67,Catacalysmic Variables
0.089835,10.230793238639,43.4165056814001,387544008745199360,10.23079323864,43.4165056814,120.90768161161188,-19.41391358210617,0.6108685691493502,4.5121745082783065,15.582437,0.10857868,0.0050013566226816,4.7714939659518345,-2.909182216842299,0.96599877,9.318882867635216,1,0,10.23079323864,43.4165056814,10.230763523344,43.416518204216494,1136,CATS,HV And,10.230763523344,43.4165182042165,NL,SH,0.05599,,,,387544008745199360,1475.80845561658,0.641,4.867,-2.817,15.776109,4.930959028509676,15.751016,15.64684,9512.0,Catacalysmic Variables
0.262848,31.663609585133,-2.0618983264408,2494281851762928512,31.66360958513,-2.06189832644,161.82270142268163,-59.1314120792348,1.9761726954063727,5.84489671928311,14.365771,0.26152992,0.0192113325539551,-6.220304389753006,-15.216570034417858,1.0054619,10.44513103654588,1,0,31.66360958513,-2.06189832644,31.6636369914796,-2.061830644734799,692,CATS,BO Cet,31.6636369914796,-2.0618306447348,NL,SW,0.1398,,,,2494281851762928512,512.518711774988,1.9225,-6.157,-15.224,14.372257,5.823708370655904,14.403414,14.175097,9248.75,Catacalysmic Variables
0.020404,118.6792062810925,50.1247443987109,934203971550630656,118.67920628109,50.12474439871,168.5665838429423,30.363878371067774,0.4963906906092274,5.960252555045699,17.481134,0.39060402,-0.0090358292831471,-0.6949036102926129,-0.9549895293711236,0.97039497,7.842489051419927,1,0,118.67920628109,50.12474439871,118.6792101064658,50.12474950825631,997,CATS,EV Lyn,118.6792101064658,50.1247495082563,NL,SW,0.14303,,,,934203971550630656,1447.97148494628,0.6029,-0.554,-1.159,17.5221,6.718299953306307,17.576944,17.157534,,Catacalysmic Variables
0.123146,355.0178532216634,30.2964712913238,2868074058126513280,355.01785322166,30.29647129132,105.12779513185023,-30.096025557335576,1.0138639460292522,3.87117265848714,13.841274,0.10970116,-0.0056901601131189,-5.710603750848238,-5.160292963133038,1.0007164,8.272804887737301,1,0,355.01785322166,30.29647129132,355.0178825106108,30.296494326166503,637,CATS,V378 Peg,355.0178825106108,30.2964943261665,NL,NS,0.13858,,,,2868074058126513280,917.052755594931,1.0615,-5.689,-5.18,13.877654,4.065682399050456,13.865816,13.771958,9610.33,Catacalysmic Variables
0.155578,108.1371284820007,-36.0940074379002,5590218008142683520,108.137128482,-36.0940074379,247.6821733511017,-11.681781360053003,1.2281861007791657,6.156039595325298,15.709719,0.29627037,-0.0166936931527208,0.842930987286342,9.739102947822072,0.9932596,10.66041666617451,1,0,108.137128482,-36.0940074379,108.1371244234408,-36.0940505294098,170,CATS,V348 Pup,108.1371244234408,-36.0940505294098,NL,SW,0.101839,,,,5590218008142683520,790.356299725295,1.2373,0.738,9.693,15.74913,6.260015403544697,15.817232,15.537398,8630.0,Catacalysmic Variables
0.597601,332.2739936208352,-3.7717457323092,2675351827511262720,332.27399362084,-3.77174573231,56.78185951818279,-44.78275483906206,3.8487025539816506,6.440682305438841,13.514111,0.50703144,-0.0117428653925093,-2.6498545060992704,-37.23643012676506,1.106535,11.374435278985118,1,0,332.27399362084,-3.77174573231,332.274004861639,-3.7715801113046,671,CATS,UU Aqr,332.274004861639,-3.7715801113046,NL,UX,0.163805,,K7-M0/5,,2675351827511262720,254.174456464974,3.9078,-2.516,-37.265,13.579434,6.553774482397737,13.715397,13.245435,7250.0,Catacalysmic Variables
0.00565,290.7288540000784,43.1514740774504,2126055476346353792,290.72885400008,43.15147407745,75.08625857211781,12.883139957228137,0.6096550437054631,6.132846926623554,17.207426,0.30485916,0.0405782008777713,-0.0014398865691851,-0.3538910919581677,0.9432797,4.951792202959275,1,0,290.72885400008,43.15147407745,290.7288552873142,43.15147533489661,751,CATS,J1922+4309,290.7288552873142,43.1514753348966,DN,SU,0.074606,,,,2126055476346353792,1306.79801464867,0.7407,-0.218,-0.277,17.213675,6.632632669987371,17.225685,16.95701,,Catacalysmic Variables
0.373457,82.2480982437204,-3.564551518413,3210749947983249408,82.24809824372,-3.56455151841,206.5264614625568,-19.940501528218835,2.8039480820564253,6.5208818527699925,14.282033,0.2715912,-0.0062864869767953,-22.495735114537258,-6.407948879960966,1.1114275,11.12723834759638,1,0,82.24809824372,-3.56455151841,82.2481982010735,-3.5645230805475,579,CATS,V1159 Ori,82.2481982010735,-3.5645230805475,DN,SU,0.062178,,,,3210749947983249408,348.140071650594,2.8442,-22.449,-6.405,13.98924,6.280469928175798,13.978612,13.84831,9542.5,Catacalysmic Variables
